occ1980,occ1980_title,soc2010,soc2010_title
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-9123,"Painting, Coating, and Decorating Workers"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-9191,Adhesive Bonding Machine Operators and Tenders
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
733,MISCELLANEOUS WOODWORKING MACHINE OPERATORS,53-7011,Conveyor Operators and Tenders
734,PRINTING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
734,PRINTING MACHINE OPERATORS,51-5112,Printing Press Operators**
734,PRINTING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
735,PHOTOENGRAVERS AND LITHOGRAPHERS,43-9031,Desktop Publishers
735,PHOTOENGRAVERS AND LITHOGRAPHERS,51-3099,"Food Processing Workers, All Other"
735,PHOTOENGRAVERS AND LITHOGRAPHERS,51-5111,Prepress Technicians and Workers
735,PHOTOENGRAVERS AND LITHOGRAPHERS,51-5112,Printing Press Operators**
735,PHOTOENGRAVERS AND LITHOGRAPHERS,51-9151,Photographic Process Workers and Processing Machine Operators**
735,PHOTOENGRAVERS AND LITHOGRAPHERS,51-9199,"Production Workers, All Other"
736,TYPESETTERS AND COMPOSITORS,51-5111,Prepress Technicians and Workers
736,TYPESETTERS AND COMPOSITORS,51-5112,Printing Press Operators**
736,TYPESETTERS AND COMPOSITORS,51-5113,Print Binding and Finishing Workers**
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,25-4013,Museum Technicians and Conservators
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,51-5111,Prepress Technicians and Workers
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,51-5112,Printing Press Operators**
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,51-5113,Print Binding and Finishing Workers**
737,MISCELLANEOUS PRINTING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
738,WINDING AND TWISTING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
738,WINDING AND TWISTING MACHINE OPERATORS,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders"
738,WINDING AND TWISTING MACHINE OPERATORS,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
738,WINDING AND TWISTING MACHINE OPERATORS,51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
738,WINDING AND TWISTING MACHINE OPERATORS,51-9197,Tire Builders
738,WINDING AND TWISTING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
739,"KNITTING, LOOPING, TAPING, AND WEAVING MACHINE OPERATORS",51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
739,"KNITTING, LOOPING, TAPING, AND WEAVING MACHINE OPERATORS",51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
739,"KNITTING, LOOPING, TAPING, AND WEAVING MACHINE OPERATORS",51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
743,TEXTILE CUTTING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
743,TEXTILE CUTTING MACHINE OPERATORS,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders"
743,TEXTILE CUTTING MACHINE OPERATORS,51-6093,Upholsterers
743,TEXTILE CUTTING MACHINE OPERATORS,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
743,TEXTILE CUTTING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
744,TEXTILE SEWING MACHINE OPERATORS,51-6031,Sewing Machine Operators
745,SHOE MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
745,SHOE MACHINE OPERATORS,51-6042,Shoe Machine Operators and Tenders
745,SHOE MACHINE OPERATORS,51-9199,"Production Workers, All Other"
747,PRESSING MACHINE OPERATORS,51-6021,"Pressers, Textile, Garment, and Related Materials"
748,LAUNDERING AND DRY CLEANING MACHINE OPERATORS,51-6011,Laundry and Dry-Cleaning Workers
748,LAUNDERING AND DRY CLEANING MACHINE OPERATORS,51-6021,"Pressers, Textile, Garment, and Related Materials"
748,LAUNDERING AND DRY CLEANING MACHINE OPERATORS,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
748,LAUNDERING AND DRY CLEANING MACHINE OPERATORS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
748,LAUNDERING AND DRY CLEANING MACHINE OPERATORS,51-9123,"Painting, Coating, and Decorating Workers"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,19-4031,Chemical Technicians
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-6021,"Pressers, Textile, Garment, and Related Materials"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9111,Packaging and Filling Machine Operators and Tenders
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9191,Adhesive Bonding Machine Operators and Tenders
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9198,Helpers--Production Workers
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,51-9199,"Production Workers, All Other"
749,MISCELLANEOUS TEXTILE MACHINE OPERATORS,53-7063,Machine Feeders and Offbearers
753,CEMENTING AND GLUING MACHINE OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
753,CEMENTING AND GLUING MACHINE OPERATORS,51-9191,Adhesive Bonding Machine Operators and Tenders
754,PACKAGING AND FILLING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
754,PACKAGING AND FILLING MACHINE OPERATORS,51-9111,Packaging and Filling Machine Operators and Tenders
754,PACKAGING AND FILLING MACHINE OPERATORS,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
754,PACKAGING AND FILLING MACHINE OPERATORS,51-9191,Adhesive Bonding Machine Operators and Tenders
754,PACKAGING AND FILLING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
755,EXTRUDING AND FORMING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
755,EXTRUDING AND FORMING MACHINE OPERATORS,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
755,EXTRUDING AND FORMING MACHINE OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
755,EXTRUDING AND FORMING MACHINE OPERATORS,51-9111,Packaging and Filling Machine Operators and Tenders
755,EXTRUDING AND FORMING MACHINE OPERATORS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
755,EXTRUDING AND FORMING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
756,MIXING AND BLENDING MACHINE OPERATORS,51-3093,Food Cooking Machine Operators and Tenders
756,MIXING AND BLENDING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
756,MIXING AND BLENDING MACHINE OPERATORS,51-9011,Chemical Equipment Operators and Tenders
756,MIXING AND BLENDING MACHINE OPERATORS,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
756,MIXING AND BLENDING MACHINE OPERATORS,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
756,MIXING AND BLENDING MACHINE OPERATORS,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
756,MIXING AND BLENDING MACHINE OPERATORS,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
756,MIXING AND BLENDING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
756,MIXING AND BLENDING MACHINE OPERATORS,53-7072,"Pump Operators, Except Wellhead Pumpers"
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",51-3099,"Food Processing Workers, All Other"
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",51-9011,Chemical Equipment Operators and Tenders
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",51-9199,"Production Workers, All Other"
757,"SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS",53-7072,"Pump Operators, Except Wellhead Pumpers"
758,COMPRESSING AND COMPACTING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
758,COMPRESSING AND COMPACTING MACHINE OPERATORS,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
758,COMPRESSING AND COMPACTING MACHINE OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
758,COMPRESSING AND COMPACTING MACHINE OPERATORS,51-9111,Packaging and Filling Machine Operators and Tenders
758,COMPRESSING AND COMPACTING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
758,COMPRESSING AND COMPACTING MACHINE OPERATORS,53-7063,Machine Feeders and Offbearers
759,PAINTING AND PAINT SPRAYING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
759,PAINTING AND PAINT SPRAYING MACHINE OPERATORS,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
759,PAINTING AND PAINT SPRAYING MACHINE OPERATORS,51-9122,"Painters, Transportation Equipment"
759,PAINTING AND PAINT SPRAYING MACHINE OPERATORS,51-9123,"Painting, Coating, and Decorating Workers"
759,PAINTING AND PAINT SPRAYING MACHINE OPERATORS,51-9193,Cooling and Freezing Equipment Operators and Tenders
759,PAINTING AND PAINT SPRAYING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
763,"ROASTING AND BAKING MACHINE OPERATORS, FOOD",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
763,"ROASTING AND BAKING MACHINE OPERATORS, FOOD",51-3093,Food Cooking Machine Operators and Tenders
763,"ROASTING AND BAKING MACHINE OPERATORS, FOOD",51-3099,"Food Processing Workers, All Other"
763,"ROASTING AND BAKING MACHINE OPERATORS, FOOD",51-9199,"Production Workers, All Other"
764,"WASHING, CLEANING, AND PICKLING MACHINE OPERATORS",51-9011,Chemical Equipment Operators and Tenders
764,"WASHING, CLEANING, AND PICKLING MACHINE OPERATORS",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
764,"WASHING, CLEANING, AND PICKLING MACHINE OPERATORS",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
764,"WASHING, CLEANING, AND PICKLING MACHINE OPERATORS",51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
765,FOLDING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
765,FOLDING MACHINE OPERATORS,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
765,FOLDING MACHINE OPERATORS,51-9191,Adhesive Bonding Machine Operators and Tenders
765,FOLDING MACHINE OPERATORS,51-9196,"Paper Goods Machine Setters, Operators, and Tenders"
765,FOLDING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
766,"FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD",51-3099,"Food Processing Workers, All Other"
766,"FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD",51-4051,Metal-Refining Furnace Operators and Tenders
766,"FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
766,"FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD",51-9011,Chemical Equipment Operators and Tenders
766,"FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
766,"FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD",51-9141,Semiconductor Processors
766,"FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD",51-9199,"Production Workers, All Other"
766,"FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD",53-7063,Machine Feeders and Offbearers
768,CRUSHING AND GRINDING MACHINE OPERATORS,49-9041,Industrial Machinery Mechanics
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-9022,"Grinding and Polishing Workers, Hand"
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-9141,Semiconductor Processors
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
768,CRUSHING AND GRINDING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
769,SLICING AND CUTTING MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
769,SLICING AND CUTTING MACHINE OPERATORS,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
769,SLICING AND CUTTING MACHINE OPERATORS,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
769,SLICING AND CUTTING MACHINE OPERATORS,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
769,SLICING AND CUTTING MACHINE OPERATORS,51-9083,Ophthalmic Laboratory Technicians
769,SLICING AND CUTTING MACHINE OPERATORS,51-9141,Semiconductor Processors
769,SLICING AND CUTTING MACHINE OPERATORS,51-9198,Helpers--Production Workers
769,SLICING AND CUTTING MACHINE OPERATORS,51-9199,"Production Workers, All Other"
773,MOTION PICTURE PROJECTIONISTS,39-3021,Motion Picture Projectionists
773,MOTION PICTURE PROJECTIONISTS,51-3099,"Food Processing Workers, All Other"
773,MOTION PICTURE PROJECTIONISTS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
773,MOTION PICTURE PROJECTIONISTS,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
773,MOTION PICTURE PROJECTIONISTS,51-9141,Semiconductor Processors
773,MOTION PICTURE PROJECTIONISTS,51-9196,"Paper Goods Machine Setters, Operators, and Tenders"
773,MOTION PICTURE PROJECTIONISTS,51-9199,"Production Workers, All Other"
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators"
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,27-4031,"Camera Operators, Television, Video, and Motion Picture"
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,27-4032,Film and Video Editors
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,43-3099,"Financial Clerks, All Other"
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,43-9199,"Office and Administrative Support Workers, All Other"
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,47-2044,Tile and Marble Setters
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,51-3099,"Food Processing Workers, All Other"
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,51-5111,Prepress Technicians and Workers
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,51-5112,Printing Press Operators**
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,51-9123,"Painting, Coating, and Decorating Workers"
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,51-9151,Photographic Process Workers and Processing Machine Operators**
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,51-9194,Etchers and Engravers
774,PHOTOGRAPHIC PROCESS MACHINE OPERATORS,51-9199,"Production Workers, All Other"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",39-3021,Motion Picture Projectionists
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-2021,"Coil Winders, Tapers, and Finishers"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-3093,Food Cooking Machine Operators and Tenders
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-3099,"Food Processing Workers, All Other"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-5113,Print Binding and Finishing Workers**
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-6031,Sewing Machine Operators
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-8021,Stationary Engineers and Boiler Operators
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-8099,"Plant and System Operators, All Other"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9011,Chemical Equipment Operators and Tenders
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9031,"Cutters and Trimmers, Hand"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9111,Packaging and Filling Machine Operators and Tenders
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9141,Semiconductor Processors
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9193,Cooling and Freezing Equipment Operators and Tenders
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9196,"Paper Goods Machine Setters, Operators, and Tenders"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9197,Tire Builders
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9198,Helpers--Production Workers
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",51-9199,"Production Workers, All Other"
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",53-7011,Conveyor Operators and Tenders
777,"MISCELLANEOUS MACHINE OPERATORS, N.E.C.",53-7072,"Pump Operators, Except Wellhead Pumpers"
783,WELDERS AND CUTTERS,51-3099,"Food Processing Workers, All Other"
783,WELDERS AND CUTTERS,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
783,WELDERS AND CUTTERS,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
783,WELDERS AND CUTTERS,51-4121,"Welders, Cutters, Solderers, and Brazers"
783,WELDERS AND CUTTERS,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
783,WELDERS AND CUTTERS,51-9199,"Production Workers, All Other"
784,SOLDERERS AND BRAZERS,51-4121,"Welders, Cutters, Solderers, and Brazers"
784,SOLDERERS AND BRAZERS,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
785,ASSEMBLERS,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
785,ASSEMBLERS,47-2031,Carpenters
785,ASSEMBLERS,47-2111,Electricians
785,ASSEMBLERS,47-2231,Solar Photovoltaic Installers**
785,ASSEMBLERS,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
785,ASSEMBLERS,49-9043,"Maintenance Workers, Machinery"
785,ASSEMBLERS,49-9045,"Refractory Materials Repairers, Except Brickmasons"
785,ASSEMBLERS,49-9071,"Maintenance and Repair Workers, General"
785,ASSEMBLERS,49-9095,Manufactured Building and Mobile Home Installers
785,ASSEMBLERS,51-2021,"Coil Winders, Tapers, and Finishers"
785,ASSEMBLERS,51-2022,Electrical and Electronic Equipment Assemblers
785,ASSEMBLERS,51-2023,Electromechanical Equipment Assemblers
785,ASSEMBLERS,51-2031,Engine and Other Machine Assemblers
785,ASSEMBLERS,51-2091,Fiberglass Laminators and Fabricators
785,ASSEMBLERS,51-2092,Team Assemblers
785,ASSEMBLERS,51-2099,"Assemblers and Fabricators, All Other"
785,ASSEMBLERS,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
785,ASSEMBLERS,51-3099,"Food Processing Workers, All Other"
785,ASSEMBLERS,51-4199,"Metal Workers and Plastic Workers, All Other"
785,ASSEMBLERS,51-6021,"Pressers, Textile, Garment, and Related Materials"
785,ASSEMBLERS,51-9022,"Grinding and Polishing Workers, Hand"
785,ASSEMBLERS,51-9031,"Cutters and Trimmers, Hand"
785,ASSEMBLERS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
785,ASSEMBLERS,51-9123,"Painting, Coating, and Decorating Workers"
785,ASSEMBLERS,51-9141,Semiconductor Processors
785,ASSEMBLERS,51-9194,Etchers and Engravers
785,ASSEMBLERS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
785,ASSEMBLERS,51-9198,Helpers--Production Workers
785,ASSEMBLERS,51-9199,"Production Workers, All Other"
785,ASSEMBLERS,53-7064,"Packers and Packagers, Hand"
786,HAND CUTTING AND TRIMMING OCCUPATIONS,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
786,HAND CUTTING AND TRIMMING OCCUPATIONS,51-3099,"Food Processing Workers, All Other"
786,HAND CUTTING AND TRIMMING OCCUPATIONS,51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
786,HAND CUTTING AND TRIMMING OCCUPATIONS,51-9031,"Cutters and Trimmers, Hand"
786,HAND CUTTING AND TRIMMING OCCUPATIONS,51-9123,"Painting, Coating, and Decorating Workers"
786,HAND CUTTING AND TRIMMING OCCUPATIONS,51-9199,"Production Workers, All Other"
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",47-2231,Solar Photovoltaic Installers**
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",49-9081,Wind Turbine Service Technicians
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",51-3011,Bakers
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",51-3099,"Food Processing Workers, All Other"
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",51-4052,"Pourers and Casters, Metal"
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",51-9022,"Grinding and Polishing Workers, Hand"
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",51-9071,Jewelers and Precious Stone and Metal Workers
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
787,"HAND MOLDING, CASTING, AND FORMING OCCUPATIONS",51-9199,"Production Workers, All Other"
789,"HAND PAINTING, COATING, AND DECORATING OCCUPATIONS",51-3099,"Food Processing Workers, All Other"
789,"HAND PAINTING, COATING, AND DECORATING OCCUPATIONS",51-9122,"Painters, Transportation Equipment"
789,"HAND PAINTING, COATING, AND DECORATING OCCUPATIONS",51-9123,"Painting, Coating, and Decorating Workers"
789,"HAND PAINTING, COATING, AND DECORATING OCCUPATIONS",51-9199,"Production Workers, All Other"
