nocs2006,nocs2006_title,soc2010,soc2010_title
G621,Sheriffs and bailiffs,33-3011,Bailiffs
G621,Sheriffs and bailiffs,33-3051,Police and Sheriff's Patrol Officers
G621,Sheriffs and bailiffs,33-9099,"Protective Service Workers, All Other"
G622,Correctional service officers,33-1011,First-Line Supervisors of Correctional Officers
G622,Correctional service officers,33-3012,Correctional Officers and Jailers
G623,"By-law enforcement and other regulatory officers, n.e.c.",13-1041,Compliance Officers
G623,"By-law enforcement and other regulatory officers, n.e.c.",33-1099,"First-Line Supervisors of Protective Service Workers, All Other"
G623,"By-law enforcement and other regulatory officers, n.e.c.",33-3041,Parking Enforcement Workers
G623,"By-law enforcement and other regulatory officers, n.e.c.",33-9011,Animal Control Workers
G623,"By-law enforcement and other regulatory officers, n.e.c.",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
G623,"By-law enforcement and other regulatory officers, n.e.c.",53-6051,Transportation Inspectors
G624,"Other ranks, armed forces",55-2011,First-Line Supervisors of Air Crew Members
G624,"Other ranks, armed forces",55-2012,First-Line Supervisors of Weapons Specialists/Crew Members
G624,"Other ranks, armed forces",55-2013,First-Line Supervisors of All Other Tactical Operations Specialists
G624,"Other ranks, armed forces",55-3011,Air Crew Members
G624,"Other ranks, armed forces",55-3012,Aircraft Launch and Recovery Specialists
G624,"Other ranks, armed forces",55-3013,Armored Assault Vehicle Crew Members
G624,"Other ranks, armed forces",55-3014,Artillery and Missile Crew Members
G624,"Other ranks, armed forces",55-3015,Command and Control Center Specialists
G624,"Other ranks, armed forces",55-3016,Infantry
G624,"Other ranks, armed forces",55-3018,Special Forces
G624,"Other ranks, armed forces",55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
G625,Other protective service occupations,13-1199,"Business Operations Specialists, All Other"
G625,Other protective service occupations,19-4099,"Life, Physical, and Social Science Technicians, All Other"
G625,Other protective service occupations,33-9021,Private Detectives and Investigators
G625,Other protective service occupations,33-9031,Gaming Surveillance Officers and Gaming Investigators
G625,Other protective service occupations,33-9032,Security Guards
G625,Other protective service occupations,33-9091,Crossing Guards
G625,Other protective service occupations,33-9093,Transportation Security Screeners
G625,Other protective service occupations,33-9099,"Protective Service Workers, All Other"
G631,Security guards and related occupations,13-1199,"Business Operations Specialists, All Other"
G631,Security guards and related occupations,19-4099,"Life, Physical, and Social Science Technicians, All Other"
G631,Security guards and related occupations,33-9021,Private Detectives and Investigators
G631,Security guards and related occupations,33-9031,Gaming Surveillance Officers and Gaming Investigators
G631,Security guards and related occupations,33-9032,Security Guards
G631,Security guards and related occupations,33-9091,Crossing Guards
G631,Security guards and related occupations,33-9093,Transportation Security Screeners
G631,Security guards and related occupations,33-9099,"Protective Service Workers, All Other"
G711,Travel counsellors,41-3041,Travel Agents
G712,Pursers and flight attendants,13-1199,"Business Operations Specialists, All Other"
G712,Pursers and flight attendants,39-1021,First-Line Supervisors of Personal Service Workers
G712,Pursers and flight attendants,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
G712,Pursers and flight attendants,53-2031,Flight Attendants
G713,Airline sales and service agents,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks
G713,Airline sales and service agents,43-5011,Cargo and Freight Agents
G714,"Ticket agents, cargo service representatives and related clerks (except airline)",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks
G714,"Ticket agents, cargo service representatives and related clerks (except airline)",43-5011,Cargo and Freight Agents
G715,Hotel front desk clerks,39-6012,Concierges
G715,Hotel front desk clerks,43-4081,"Hotel, Motel, and Resort Desk Clerks"
G721,Tour and travel guides,39-7011,Tour Guides and Escorts
G721,Tour and travel guides,39-7012,Travel Guides
G722,Outdoor sport and recreational guides,39-7011,Tour Guides and Escorts
G722,Outdoor sport and recreational guides,39-7012,Travel Guides
G723,Casino occupations,39-1011,Gaming Supervisors
G723,Casino occupations,39-1012,Slot Supervisors
G723,Casino occupations,39-1021,First-Line Supervisors of Personal Service Workers
G723,Casino occupations,39-3011,Gaming Dealers
G723,Casino occupations,39-3012,Gaming and Sports Book Writers and Runners
G723,Casino occupations,39-3019,"Gaming Service Workers, All Other"
G723,Casino occupations,43-3041,Gaming Cage Workers
G731,"Operators and attendants in amusement, recreation and sport",39-3091,Amusement and Recreation Attendants
G732,Other attendants in accommodation and travel,39-6011,Baggage Porters and Bellhops
G732,Other attendants in accommodation and travel,53-6061,"Transportation Attendants, Except Flight Attendants"
G811,"Visiting homemakers, housekeepers and related occupations",31-1011,Home Health Aides
G811,"Visiting homemakers, housekeepers and related occupations",39-9011,Childcare Workers
G811,"Visiting homemakers, housekeepers and related occupations",39-9021,Personal Care Aides
G811,"Visiting homemakers, housekeepers and related occupations",39-9099,"Personal Care and Service Workers, All Other"
G812,Elementary and secondary school teacher assistants,25-9041,Teacher Assistants
G812,Elementary and secondary school teacher assistants,33-9099,"Protective Service Workers, All Other"
G814,"Babysitters, nannies and parents' helpers",39-9011,Childcare Workers
G911,Hairstylists and barbers,39-5011,Barbers
G911,Hairstylists and barbers,39-5012,"Hairdressers, Hairstylists, and Cosmetologists"
G912,Funeral directors and embalmers,11-9061,Funeral Service Managers
G912,Funeral directors and embalmers,39-4011,Embalmers
G912,Funeral directors and embalmers,39-4031,"Morticians, Undertakers, and Funeral Directors"
G921,"Image, social and other personal consultants",27-3031,Public Relations Specialists
G921,"Image, social and other personal consultants",29-1128,Exercise Physiologists
G922,"Estheticians, electrologists and related occupations",27-1019,"Artists and Related Workers, All Other"
G922,"Estheticians, electrologists and related occupations",39-5012,"Hairdressers, Hairstylists, and Cosmetologists"
G922,"Estheticians, electrologists and related occupations",39-5092,Manicurists and Pedicurists
G922,"Estheticians, electrologists and related occupations",39-5093,Shampooers
G922,"Estheticians, electrologists and related occupations",39-5094,Skincare Specialists
G923,Pet groomers and animal care workers,39-2011,Animal Trainers
G923,Pet groomers and animal care workers,39-2021,Nonfarm Animal Caretakers
G924,Other personal service occupations,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other"
G924,Other personal service occupations,53-6099,"Transportation Workers, All Other"
G931,Light duty cleaners,37-2012,Maids and Housekeeping Cleaners
G932,Specialized cleaners,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
G932,Specialized cleaners,37-2019,"Building Cleaning Workers, All Other"
G932,Specialized cleaners,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners
G932,Specialized cleaners,53-7061,Cleaners of Vehicles and Equipment
G933,"Janitors, caretakers and building superintendents",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
G933,"Janitors, caretakers and building superintendents",49-9071,"Maintenance and Repair Workers, General"
G941,"Butchers, meat cutters and fishmongers - retail and wholesale",51-3021,Butchers and Meat Cutters
G941,"Butchers, meat cutters and fishmongers - retail and wholesale",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
G942,Bakers,51-3011,Bakers
G961,"Food counter attendants, kitchen helpers and related occupations",35-2011,"Cooks, Fast Food"
G961,"Food counter attendants, kitchen helpers and related occupations",35-2021,Food Preparation Workers
G961,"Food counter attendants, kitchen helpers and related occupations",35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food"
G961,"Food counter attendants, kitchen helpers and related occupations",35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
G961,"Food counter attendants, kitchen helpers and related occupations",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers
G961,"Food counter attendants, kitchen helpers and related occupations",35-9021,Dishwashers
G961,"Food counter attendants, kitchen helpers and related occupations",35-9099,"Food Preparation and Serving Related Workers, All Other"
G971,Service station attendants,53-6031,Automotive and Watercraft Service Attendants
G972,Grocery clerks and store shelf stockers,43-5081,Stock Clerks and Order Fillers
G972,Grocery clerks and store shelf stockers,53-7064,"Packers and Packagers, Hand"
G973,Other elemental sales occupations,35-2011,"Cooks, Fast Food"
G973,Other elemental sales occupations,35-2021,Food Preparation Workers
G973,Other elemental sales occupations,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food"
G973,Other elemental sales occupations,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
G973,Other elemental sales occupations,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers
G973,Other elemental sales occupations,35-9021,Dishwashers
G973,Other elemental sales occupations,35-9099,"Food Preparation and Serving Related Workers, All Other"
G973,Other elemental sales occupations,41-9011,Demonstrators and Product Promoters
G973,Other elemental sales occupations,41-9041,Telemarketers
G973,Other elemental sales occupations,41-9091,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
G973,Other elemental sales occupations,41-9099,"Sales and Related Workers, All Other"
G981,Dry cleaning and laundry occupations,51-6011,Laundry and Dry-Cleaning Workers
G981,Dry cleaning and laundry occupations,51-6021,"Pressers, Textile, Garment, and Related Materials"
G982,"Ironing, pressing and finishing occupations",51-6011,Laundry and Dry-Cleaning Workers
G982,"Ironing, pressing and finishing occupations",51-6021,"Pressers, Textile, Garment, and Related Materials"
G983,Other elemental service occupations,39-3031,"Ushers, Lobby Attendants, and Ticket Takers"
G983,Other elemental service occupations,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants"
G983,Other elemental service occupations,39-4021,Funeral Attendants
G983,Other elemental service occupations,39-9099,"Personal Care and Service Workers, All Other"
G983,Other elemental service occupations,41-2011,Cashiers
G983,Other elemental service occupations,53-6021,Parking Lot Attendants
H011,"Supervisors, machinists and related occupations",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
H011,"Supervisors, machinists and related occupations",51-1011,First-Line Supervisors of Production and Operating Workers
H012,"Contractors and supervisors, electrical trades and telecommunications occupations",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
H012,"Contractors and supervisors, electrical trades and telecommunications occupations",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
H013,"Contractors and supervisors, pipefitting trades",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
H014,"Contractors and supervisors, metal forming, shaping and erecting trades",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
H014,"Contractors and supervisors, metal forming, shaping and erecting trades",51-1011,First-Line Supervisors of Production and Operating Workers
H015,"Contractors and supervisors, carpentry trades",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
H016,"Contractors and supervisors, mechanic trades",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
H017,"Contractors and supervisors, heavy construction equipment crews",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
H017,"Contractors and supervisors, heavy construction equipment crews",53-1011,Aircraft Cargo Handling Supervisors
H017,"Contractors and supervisors, heavy construction equipment crews",53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
H017,"Contractors and supervisors, heavy construction equipment crews",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
H018,"Supervisors, printing and related occupations",51-1011,First-Line Supervisors of Production and Operating Workers
H019,"Contractors and supervisors, other construction trades, installers, repairers and servicers",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
H019,"Contractors and supervisors, other construction trades, installers, repairers and servicers",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
H021,"Supervisors, railway transport operations",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
H021,"Supervisors, railway transport operations",53-4031,Railroad Conductors and Yardmasters
H022,"Supervisors, motor transport and other ground transit operators",43-5032,"Dispatchers, Except Police, Fire, and Ambulance"
H022,"Supervisors, motor transport and other ground transit operators",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
H111,Plumbers,47-2152,"Plumbers, Pipefitters, and Steamfitters"
H112,"Steamfitters, pipefitters and sprinkler system installers",47-2152,"Plumbers, Pipefitters, and Steamfitters"
H113,Gas fitters,47-2152,"Plumbers, Pipefitters, and Steamfitters"
H113,Gas fitters,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
H121,Carpenters,47-2031,Carpenters
H122,Cabinetmakers,51-7011,Cabinetmakers and Bench Carpenters
H131,Bricklayers,47-2021,Brickmasons and Blockmasons
H131,Bricklayers,47-2022,Stonemasons
H131,Bricklayers,49-9045,"Refractory Materials Repairers, Except Brickmasons"
H132,Concrete finishers,47-2051,Cement Masons and Concrete Finishers
H133,Tilesetters,47-2044,Tile and Marble Setters
H133,Tilesetters,47-2053,Terrazzo Workers and Finishers
H134,"Plasterers, drywall installers and finishers and lathers",47-2081,Drywall and Ceiling Tile Installers
H134,"Plasterers, drywall installers and finishers and lathers",47-2082,Tapers
H134,"Plasterers, drywall installers and finishers and lathers",47-2161,Plasterers and Stucco Masons
H141,Roofers and shinglers,47-2181,Roofers
H142,Glaziers,47-2121,Glaziers
H143,Insulators,47-2131,"Insulation Workers, Floor, Ceiling, and Wall"
H143,Insulators,47-2132,"Insulation Workers, Mechanical"
H144,Painters and decorators,47-2141,"Painters, Construction and Maintenance"
H144,Painters and decorators,47-2142,Paperhangers
H145,Floor covering installers,47-2031,Carpenters
H145,Floor covering installers,47-2041,Carpet Installers
H145,Floor covering installers,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
H211,Electricians (except industrial and power system),47-2111,Electricians
H212,Industrial electricians,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
H212,Industrial electricians,49-9097,Signal and Track Switch Repairers
H213,Power system electricians,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
H214,Electrical power line and cable workers,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
H214,Electrical power line and cable workers,49-9051,Electrical Power-Line Installers and Repairers
H215,Telecommunications line and cable workers,49-9052,Telecommunications Line Installers and Repairers
H216,Telecommunications installation and repair workers,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers"
H216,Telecommunications installation and repair workers,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
H217,Cable television service and maintenance technicians,49-9052,Telecommunications Line Installers and Repairers
H221,Stationary engineers and auxiliary equipment operators,51-8011,Nuclear Power Reactor Operators
H221,Stationary engineers and auxiliary equipment operators,51-8012,Power Distributors and Dispatchers
H221,Stationary engineers and auxiliary equipment operators,51-8013,Power Plant Operators
H221,Stationary engineers and auxiliary equipment operators,51-8021,Stationary Engineers and Boiler Operators
H222,Power systems and power station operators,51-8011,Nuclear Power Reactor Operators
H222,Power systems and power station operators,51-8012,Power Distributors and Dispatchers
H222,Power systems and power station operators,51-8013,Power Plant Operators
H222,Power systems and power station operators,51-8021,Stationary Engineers and Boiler Operators
H311,Machinists and machining and tooling inspectors,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
H311,Machinists and machining and tooling inspectors,51-4041,Machinists
H311,Machinists and machining and tooling inspectors,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
H311,Machinists and machining and tooling inspectors,51-9199,"Production Workers, All Other"
H312,Tool and die makers,51-4061,"Model Makers, Metal and Plastic"
H312,Tool and die makers,51-4062,"Patternmakers, Metal and Plastic"
H312,Tool and die makers,51-4111,Tool and Die Makers
H321,Sheet metal workers,47-2211,Sheet Metal Workers
H322,Boilermakers,47-2011,Boilermakers
H323,Structural metal and platework fabricators and fitters,47-2221,Structural Iron and Steel Workers
H323,Structural metal and platework fabricators and fitters,51-2041,Structural Metal Fabricators and Fitters
H323,Structural metal and platework fabricators and fitters,51-4192,"Layout Workers, Metal and Plastic"
H324,Ironworkers,47-2171,Reinforcing Iron and Rebar Workers
H324,Ironworkers,47-2221,Structural Iron and Steel Workers
H325,Blacksmiths and die setters,49-3092,Recreational Vehicle Service Technicians
H325,Blacksmiths and die setters,49-9092,Commercial Divers
H325,Blacksmiths and die setters,49-9093,"Fabric Menders, Except Garment"
H325,Blacksmiths and die setters,49-9094,Locksmiths and Safe Repairers
H325,Blacksmiths and die setters,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
H325,Blacksmiths and die setters,51-7031,"Model Makers, Wood"
H325,Blacksmiths and die setters,51-7032,"Patternmakers, Wood"
H326,Welders and related machine operators,51-4121,"Welders, Cutters, Solderers, and Brazers"
H326,Welders and related machine operators,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
H411,Construction millwrights and industrial mechanics (except textile),49-9041,Industrial Machinery Mechanics
H411,Construction millwrights and industrial mechanics (except textile),49-9044,Millwrights
H411,Construction millwrights and industrial mechanics (except textile),49-9081,Wind Turbine Service Technicians
H412,Heavy-duty equipment mechanics,49-3041,Farm Equipment Mechanics and Service Technicians
H412,Heavy-duty equipment mechanics,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines"
H413,Refrigeration and air conditioning mechanics,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
H414,Railway carmen/women,49-3043,Rail Car Repairers
H415,Aircraft mechanics and aircraft inspectors,49-3011,Aircraft Mechanics and Service Technicians
H415,Aircraft mechanics and aircraft inspectors,53-6051,Transportation Inspectors
H416,Machine fitters,51-2031,Engine and Other Machine Assemblers
H417,Textile machinery mechanics and repairers,49-9041,Industrial Machinery Mechanics
H417,Textile machinery mechanics and repairers,49-9044,Millwrights
H417,Textile machinery mechanics and repairers,49-9081,Wind Turbine Service Technicians
H418,Elevator constructors and mechanics,47-4021,Elevator Installers and Repairers
H421,"Automotive service technicians, truck and bus mechanics and mechanical repairers",49-3023,Automotive Service Technicians and Mechanics
H421,"Automotive service technicians, truck and bus mechanics and mechanical repairers",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
H422,Motor vehicle body repairers,49-3021,Automotive Body and Related Repairers
H422,Motor vehicle body repairers,49-3022,Automotive Glass Installers and Repairers
H431,Oil and solid fuel heating mechanics,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
H432,Electric appliance servicers and repairers,49-2092,"Electric Motor, Power Tool, and Related Repairers"
H432,Electric appliance servicers and repairers,49-9031,Home Appliance Repairers
H433,Electrical mechanics,49-2092,"Electric Motor, Power Tool, and Related Repairers"
H434,Motorcycle and other related mechanics,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines"
H434,Motorcycle and other related mechanics,49-3051,Motorboat Mechanics and Service Technicians
H434,Motorcycle and other related mechanics,49-3052,Motorcycle Mechanics
H434,Motorcycle and other related mechanics,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics
H435,Other small engine and equipment mechanics,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines"
H435,Other small engine and equipment mechanics,49-3051,Motorboat Mechanics and Service Technicians
H435,Other small engine and equipment mechanics,49-3052,Motorcycle Mechanics
H435,Other small engine and equipment mechanics,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics
H511,Upholsterers,51-6093,Upholsterers
H512,"Tailors, dressmakers, furriers and milliners",51-6052,"Tailors, Dressmakers, and Custom Sewers"
H513,Shoe repairers and shoemakers,51-6041,Shoe and Leather Workers and Repairers
H514,"Jewellers, watch repairers and related occupations",49-9064,Watch Repairers
H514,"Jewellers, watch repairers and related occupations",51-9071,Jewelers and Precious Stone and Metal Workers
H521,Printing press operators,51-5112,Printing Press Operators
H522,Commercial divers,49-3092,Recreational Vehicle Service Technicians
H522,Commercial divers,49-9092,Commercial Divers
H522,Commercial divers,49-9093,"Fabric Menders, Except Garment"
H522,Commercial divers,49-9094,Locksmiths and Safe Repairers
H522,Commercial divers,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
H522,Commercial divers,51-7031,"Model Makers, Wood"
H522,Commercial divers,51-7032,"Patternmakers, Wood"
H523,Other trades and related occupations,49-3092,Recreational Vehicle Service Technicians
H523,Other trades and related occupations,49-9092,Commercial Divers
H523,Other trades and related occupations,49-9093,"Fabric Menders, Except Garment"
H523,Other trades and related occupations,49-9094,Locksmiths and Safe Repairers
H523,Other trades and related occupations,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
H523,Other trades and related occupations,51-7031,"Model Makers, Wood"
H523,Other trades and related occupations,51-7032,"Patternmakers, Wood"
H531,Residential and commercial installers and servicers,47-2043,Floor Sanders and Finishers
H531,Residential and commercial installers and servicers,47-2231,Solar Photovoltaic Installers
H531,Residential and commercial installers and servicers,47-4031,Fence Erectors
H531,Residential and commercial installers and servicers,47-4091,Segmental Pavers
H531,Residential and commercial installers and servicers,47-4099,"Construction and Related Workers, All Other"
H531,Residential and commercial installers and servicers,49-9011,Mechanical Door Repairers
H531,Residential and commercial installers and servicers,49-9093,"Fabric Menders, Except Garment"
H531,Residential and commercial installers and servicers,49-9095,Manufactured Building and Mobile Home Installers
H531,Residential and commercial installers and servicers,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
H532,Waterworks and gas maintenance workers,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
H532,Waterworks and gas maintenance workers,49-9093,"Fabric Menders, Except Garment"
H532,Waterworks and gas maintenance workers,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
H533,Automotive mechanical installers and servicers,49-3093,Tire Repairers and Changers
H533,Automotive mechanical installers and servicers,49-9043,"Maintenance Workers, Machinery"
H533,Automotive mechanical installers and servicers,49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
H534,Pest controllers and fumigators,37-2021,Pest Control Workers
H535,Other repairers and servicers,49-3091,Bicycle Repairers
H535,Other repairers and servicers,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
H535,Other repairers and servicers,49-9061,Camera and Photographic Equipment Repairers
H535,Other repairers and servicers,49-9063,Musical Instrument Repairers and Tuners
H535,Other repairers and servicers,49-9069,"Precision Instrument and Equipment Repairers, All Other"
H535,Other repairers and servicers,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers"
H535,Other repairers and servicers,49-9093,"Fabric Menders, Except Garment"
H535,Other repairers and servicers,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
H611,Heavy equipment operators (except crane),47-2071,"Paving, Surfacing, and Tamping Equipment Operators"
H611,Heavy equipment operators (except crane),47-2072,Pile-Driver Operators
H611,Heavy equipment operators (except crane),47-2073,Operating Engineers and Other Construction Equipment Operators
H611,Heavy equipment operators (except crane),53-7031,Dredge Operators
H611,Heavy equipment operators (except crane),53-7032,Excavating and Loading Machine and Dragline Operators
H612,Public works maintenance equipment operators,37-3013,Tree Trimmers and Pruners
H612,Public works maintenance equipment operators,47-4051,Highway Maintenance Workers
H612,Public works maintenance equipment operators,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners
H612,Public works maintenance equipment operators,53-3099,"Motor Vehicle Operators, All Other"
H612,Public works maintenance equipment operators,53-7081,Refuse and Recyclable Material Collectors
H621,Crane operators,49-9096,Riggers
H621,Crane operators,53-7021,Crane and Tower Operators
H621,Crane operators,53-7041,Hoist and Winch Operators
H622,"Drillers and blasters - surface mining, quarrying and construction",47-5021,"Earth Drillers, Except Oil and Gas"
H622,"Drillers and blasters - surface mining, quarrying and construction",47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters"
H623,Water well drillers,47-5021,"Earth Drillers, Except Oil and Gas"
H711,Truck drivers,53-3032,Heavy and Tractor-Trailer Truck Drivers
H712,"Bus drivers, subway operators and other transit operators",53-3021,"Bus Drivers, Transit and Intercity"
H712,"Bus drivers, subway operators and other transit operators",53-3022,"Bus Drivers, School or Special Client"
H712,"Bus drivers, subway operators and other transit operators",53-3041,Taxi Drivers and Chauffeurs
H712,"Bus drivers, subway operators and other transit operators",53-4041,Subway and Streetcar Operators
H713,Taxi and limousine drivers and chauffeurs,53-3022,"Bus Drivers, School or Special Client"
H713,Taxi and limousine drivers and chauffeurs,53-3041,Taxi Drivers and Chauffeurs
H714,Delivery and courier service drivers,53-3031,Driver/Sales Workers
H714,Delivery and courier service drivers,53-3033,Light Truck or Delivery Services Drivers
H721,Railway and yard locomotive engineers,53-4011,Locomotive Engineers
H721,Railway and yard locomotive engineers,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
H722,Railway conductors and brakemen/women,53-4012,Locomotive Firers
H722,Railway conductors and brakemen/women,53-4021,"Railroad Brake, Signal, and Switch Operators"
H722,Railway conductors and brakemen/women,53-4031,Railroad Conductors and Yardmasters
H731,Railway yard workers,47-4061,Rail-Track Laying and Maintenance Equipment Operators
H731,Railway yard workers,53-4012,Locomotive Firers
H731,Railway yard workers,53-4021,"Railroad Brake, Signal, and Switch Operators"
H731,Railway yard workers,53-4099,"Rail Transportation Workers, All Other"
H732,Railway track maintenance workers,47-4061,Rail-Track Laying and Maintenance Equipment Operators
H732,Railway track maintenance workers,53-4012,Locomotive Firers
H732,Railway track maintenance workers,53-4021,"Railroad Brake, Signal, and Switch Operators"
H732,Railway track maintenance workers,53-4099,"Rail Transportation Workers, All Other"
H733,"Deck crew, water transport",53-5011,Sailors and Marine Oilers
H734,"Engine room crew, water transport",53-5011,Sailors and Marine Oilers
H735,Lock and cable ferry operators and related occupations,53-5021,"Captains, Mates, and Pilots of Water Vessels"
H735,Lock and cable ferry operators and related occupations,53-5022,Motorboat Operators
H735,Lock and cable ferry operators and related occupations,53-6011,Bridge and Lock Tenders
H736,Boat operators,53-5021,"Captains, Mates, and Pilots of Water Vessels"
H736,Boat operators,53-5022,Motorboat Operators
H736,Boat operators,53-6011,Bridge and Lock Tenders
H737,Air transport ramp attendants,53-6099,"Transportation Workers, All Other"
H737,Air transport ramp attendants,53-7061,Cleaners of Vehicles and Equipment
H811,Longshore workers,53-7121,"Tank Car, Truck, and Ship Loaders"
H812,Material handlers,39-6011,Baggage Porters and Bellhops
H812,Material handlers,53-6061,"Transportation Attendants, Except Flight Attendants"
H812,Material handlers,53-7011,Conveyor Operators and Tenders
H812,Material handlers,53-7032,Excavating and Loading Machine and Dragline Operators
H812,Material handlers,53-7051,Industrial Truck and Tractor Operators
H812,Material handlers,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
H812,Material handlers,53-7121,"Tank Car, Truck, and Ship Loaders"
H812,Material handlers,53-7199,"Material Moving Workers, All Other"
H821,Construction trades helpers and labourers,33-9091,Crossing Guards
H821,Construction trades helpers and labourers,47-2061,Construction Laborers
H821,Construction trades helpers and labourers,47-2151,Pipelayers
H821,Construction trades helpers and labourers,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
H821,Construction trades helpers and labourers,47-3012,Helpers--Carpenters
H821,Construction trades helpers and labourers,47-3013,Helpers--Electricians
H821,Construction trades helpers and labourers,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
H821,Construction trades helpers and labourers,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
H821,Construction trades helpers and labourers,47-3016,Helpers--Roofers
H821,Construction trades helpers and labourers,47-3019,"Helpers, Construction Trades, All Other"
H821,Construction trades helpers and labourers,47-4041,Hazardous Materials Removal Workers
H821,Construction trades helpers and labourers,47-4099,"Construction and Related Workers, All Other"
H821,Construction trades helpers and labourers,47-5051,"Rock Splitters, Quarry"
H822,Other trades helpers and labourers,37-3013,Tree Trimmers and Pruners
H822,Other trades helpers and labourers,47-3013,Helpers--Electricians
H822,Other trades helpers and labourers,47-4051,Highway Maintenance Workers
H822,Other trades helpers and labourers,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners
H822,Other trades helpers and labourers,49-9043,"Maintenance Workers, Machinery"
H822,Other trades helpers and labourers,49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
H822,Other trades helpers and labourers,53-3099,"Motor Vehicle Operators, All Other"
H822,Other trades helpers and labourers,53-7081,Refuse and Recyclable Material Collectors
H831,Public works and maintenance labourers,47-2141,"Painters, Construction and Maintenance"
H831,Public works and maintenance labourers,47-4051,Highway Maintenance Workers
H831,Public works and maintenance labourers,53-7081,Refuse and Recyclable Material Collectors
H832,Railway and motor transport labourers,53-4099,"Rail Transportation Workers, All Other"
